facility_name,barcode,name,start_datetime,end_datetime,num_people,num_waitlist,has_reg_early_started,has_reg_ended,has_reg_priority_started,has_reg_return_started,has_reg_started
Badminton Court 4,395440,Badminton Court 4 - Thursday  Feb 13 - 7:00 AM,2025-02-13 04:00:00,2025-02-13 05:00:00,0,0,True,False,True,True,True
Badminton Court 5,395441,Badminton Court 5 - Thursday  Feb 13 - 7:00 AM,2025-02-13 04:00:00,2025-02-13 05:00:00,0,0,True,False,True,True,True
Badminton Court 6,395442,Badminton Court 6 - Thursday  Feb 13 - 7:00 AM,2025-02-13 04:00:00,2025-02-13 05:00:00,0,0,True,False,True,True,True
Badminton Court 1,395443,Badminton Court 1 - Thursday  Feb 13 - 8:00 AM,2025-02-13 05:00:00,2025-02-13 06:00:00,0,0,True,False,True,True,True
Badminton Court 2,395444,Badminton Court 2 - Thursday  Feb 13 - 8:00 AM,2025-02-13 05:00:00,2025-02-13 06:00:00,0,0,True,False,True,True,True
Badminton Court 3,395445,Badminton Court 3 - Thursday  Feb 13 - 8:00 AM,2025-02-13 05:00:00,2025-02-13 06:00:00,0,0,True,False,True,True,True
Badminton Court 4,395446,Badminton Court 4 - Thursday  Feb 13 - 8:00 AM,2025-02-13 05:00:00,2025-02-13 06:00:00,0,0,True,False,True,True,True
Badminton Court 5,395447,Badminton Court 5 - Thursday  Feb 13 - 8:00 AM,2025-02-13 05:00:00,2025-02-13 06:00:00,0,0,True,False,True,True,True
Badminton Court 6,395448,Badminton Court 6 - Thursday  Feb 13 - 8:00 AM,2025-02-13 05:00:00,2025-02-13 06:00:00,0,0,True,False,True,True,True
Badminton Court 1,395533,Badminton Court 1 - Friday  Feb 14 - 7:00 AM,2025-02-14 04:00:00,2025-02-14 05:00:00,0,0,True,False,True,True,True
Badminton Court 2,395534,Badminton Court 2 - Friday  Feb 14 - 7:00 AM,2025-02-14 04:00:00,2025-02-14 05:00:00,0,0,True,False,True,True,True
Badminton Court 3,395535,Badminton Court 3 - Friday  Feb 14 - 7:00 AM,2025-02-14 04:00:00,2025-02-14 05:00:00,1,0,True,False,True,True,True
Badminton Court 4,395536,Badminton Court 4 - Friday  Feb 14 - 7:00 AM,2025-02-14 04:00:00,2025-02-14 05:00:00,0,0,True,False,True,True,True
Badminton Court 5,395537,Badminton Court 5 - Friday  Feb 14 - 7:00 AM,2025-02-14 04:00:00,2025-02-14 05:00:00,0,0,True,False,True,True,True
Badminton Court 6,395538,Badminton Court 6 - Friday  Feb 14 - 7:00 AM,2025-02-14 04:00:00,2025-02-14 05:00:00,0,0,True,False,True,True,True
Badminton Court 1,395539,Badminton Court 1 - Friday  Feb 14 - 8:00 AM,2025-02-14 05:00:00,2025-02-14 06:00:00,1,0,True,False,True,True,True
Badminton Court 2,395540,Badminton Court 2 - Friday  Feb 14 - 8:00 AM,2025-02-14 05:00:00,2025-02-14 06:00:00,0,0,True,False,True,True,True
Badminton Court 3,395541,Badminton Court 3 - Friday  Feb 14 - 8:00 AM,2025-02-14 05:00:00,2025-02-14 06:00:00,0,0,True,False,True,True,True
Badminton Court 4,395542,Badminton Court 4 - Friday  Feb 14 - 8:00 AM,2025-02-14 05:00:00,2025-02-14 06:00:00,0,0,True,False,True,True,True
Badminton Court 5,395543,Badminton Court 5 - Friday  Feb 14 - 8:00 AM,2025-02-14 05:00:00,2025-02-14 06:00:00,0,0,True,False,True,True,True
Badminton Court 6,395544,Badminton Court 6 - Friday  Feb 14 - 8:00 AM,2025-02-14 05:00:00,2025-02-14 06:00:00,0,0,True,False,True,True,True
Badminton Court 1,395545,Badminton Court 1 - Friday  Feb 14 - 9:00 AM,2025-02-14 06:00:00,2025-02-14 07:00:00,0,0,True,False,True,True,True
Badminton Court 2,395546,Badminton Court 2 - Friday  Feb 14 - 9:00 AM,2025-02-14 06:00:00,2025-02-14 07:00:00,0,0,True,False,True,True,True
Badminton Court 3,395547,Badminton Court 3 - Friday  Feb 14 - 9:00 AM,2025-02-14 06:00:00,2025-02-14 07:00:00,0,0,True,False,True,True,True
Badminton Court 4,395548,Badminton Court 4 - Friday  Feb 14 - 9:00 AM,2025-02-14 06:00:00,2025-02-14 07:00:00,0,0,True,False,True,True,True
Badminton Court 5,395549,Badminton Court 5 - Friday  Feb 14 - 9:00 AM,2025-02-14 06:00:00,2025-02-14 07:00:00,0,0,True,False,True,True,True
Badminton Court 6,395550,Badminton Court 6 - Friday  Feb 14 - 9:00 AM,2025-02-14 06:00:00,2025-02-14 07:00:00,0,0,True,False,True,True,True
Badminton Court 1,395551,Badminton Court 1 - Friday  Feb 14 - 10:00 AM,2025-02-14 07:00:00,2025-02-14 08:00:00,1,0,True,False,True,True,True
Badminton Court 2,395552,Badminton Court 2 - Friday  Feb 14 - 10:00 AM,2025-02-14 07:00:00,2025-02-14 08:00:00,0,0,True,False,True,True,True
Badminton Court 3,395553,Badminton Court 3 - Friday  Feb 14 - 10:00 AM,2025-02-14 07:00:00,2025-02-14 08:00:00,0,0,True,False,True,True,True
Badminton Court 4,395554,Badminton Court 4 - Friday  Feb 14 - 10:00 AM,2025-02-14 07:00:00,2025-02-14 08:00:00,0,0,True,False,True,True,True
Badminton Court 5,395555,Badminton Court 5 - Friday  Feb 14 - 10:00 AM,2025-02-14 07:00:00,2025-02-14 08:00:00,0,0,True,False,True,True,True
Badminton Court 6,395556,Badminton Court 6 - Friday  Feb 14 - 10:00 AM,2025-02-14 07:00:00,2025-02-14 08:00:00,0,0,True,False,True,True,True
Badminton Court 1,395557,Badminton Court 1 - Friday  Feb 14 - 11:00 AM,2025-02-14 08:00:00,2025-02-14 09:00:00,1,0,True,False,True,True,True
Badminton Court 2,395558,Badminton Court 2 - Friday  Feb 14 - 11:00 AM,2025-02-14 08:00:00,2025-02-14 09:00:00,0,0,True,False,True,True,True
Badminton Court 3,395559,Badminton Court 3 - Friday  Feb 14 - 11:00 AM,2025-02-14 08:00:00,2025-02-14 09:00:00,0,0,True,False,True,True,True
Badminton Court 4,395560,Badminton Court 4 - Friday  Feb 14 - 11:00 AM,2025-02-14 08:00:00,2025-02-14 09:00:00,0,0,True,False,True,True,True
Badminton Court 5,395561,Badminton Court 5 - Friday  Feb 14 - 11:00 AM,2025-02-14 08:00:00,2025-02-14 09:00:00,0,0,True,False,True,True,True
Badminton Court 6,395562,Badminton Court 6 - Friday  Feb 14 - 11:00 AM,2025-02-14 08:00:00,2025-02-14 09:00:00,0,0,True,False,True,True,True
Badminton Court 1,395563,Badminton Court 1 - Friday  Feb 14 - 12:00 PM,2025-02-14 09:00:00,2025-02-14 10:00:00,0,0,True,False,True,True,True
Badminton Court 2,395564,Badminton Court 2 - Friday  Feb 14 - 12:00 PM,2025-02-14 09:00:00,2025-02-14 10:00:00,0,0,True,False,True,True,True
Badminton Court 3,395565,Badminton Court 3 - Friday  Feb 14 - 12:00 PM,2025-02-14 09:00:00,2025-02-14 10:00:00,0,0,True,False,True,True,True
Badminton Court 4,395566,Badminton Court 4 - Friday  Feb 14 - 12:00 PM,2025-02-14 09:00:00,2025-02-14 10:00:00,0,0,True,False,True,True,True
Badminton Court 5,395567,Badminton Court 5 - Friday  Feb 14 - 12:00 PM,2025-02-14 09:00:00,2025-02-14 10:00:00,0,0,True,False,True,True,True
Badminton Court 6,395568,Badminton Court 6 - Friday  Feb 14 - 12:00 PM,2025-02-14 09:00:00,2025-02-14 10:00:00,0,0,True,False,True,True,True
Badminton Court 1,395569,Badminton Court 1 - Friday  Feb 14 - 1:00 PM,2025-02-14 10:00:00,2025-02-14 11:00:00,0,0,True,False,True,True,True
Badminton Court 2,395570,Badminton Court 2 - Friday  Feb 14 - 1:00 PM,2025-02-14 10:00:00,2025-02-14 11:00:00,0,0,True,False,True,True,True
Badminton Court 3,395571,Badminton Court 3 - Friday  Feb 14 - 1:00 PM,2025-02-14 10:00:00,2025-02-14 11:00:00,0,0,True,False,True,True,True
Badminton Court 4,395572,Badminton Court 4 - Friday  Feb 14 - 1:00 PM,2025-02-14 10:00:00,2025-02-14 11:00:00,0,0,True,False,True,True,True
Badminton Court 5,395573,Badminton Court 5 - Friday  Feb 14 - 1:00 PM,2025-02-14 10:00:00,2025-02-14 11:00:00,0,0,True,False,True,True,True
Badminton Court 6,395574,Badminton Court 6 - Friday  Feb 14 - 1:00 PM,2025-02-14 10:00:00,2025-02-14 11:00:00,0,0,True,False,True,True,True
Badminton Court 1,395575,Badminton Court 1 - Friday  Feb 14 - 2:00 PM,2025-02-14 11:00:00,2025-02-14 12:00:00,0,0,True,False,True,True,True
Badminton Court 2,395576,Badminton Court 2 - Friday  Feb 14 - 2:00 PM,2025-02-14 11:00:00,2025-02-14 12:00:00,0,0,True,False,True,True,True
Badminton Court 3,395577,Badminton Court 3 - Friday  Feb 14 - 2:00 PM,2025-02-14 11:00:00,2025-02-14 12:00:00,1,0,True,False,True,True,True
Badminton Court 4,395578,Badminton Court 4 - Friday  Feb 14 - 2:00 PM,2025-02-14 11:00:00,2025-02-14 12:00:00,0,0,True,False,True,True,True
Badminton Court 5,395579,Badminton Court 5 - Friday  Feb 14 - 2:00 PM,2025-02-14 11:00:00,2025-02-14 12:00:00,0,0,True,False,True,True,True
Badminton Court 6,395580,Badminton Court 6 - Friday  Feb 14 - 2:00 PM,2025-02-14 11:00:00,2025-02-14 12:00:00,0,0,True,False,True,True,True
Badminton Court 1,395581,Badminton Court 1 - Friday  Feb 14 - 3:00 PM,2025-02-14 12:00:00,2025-02-14 13:00:00,0,0,True,False,True,True,True
Badminton Court 2,395582,Badminton Court 2 - Friday  Feb 14 - 3:00 PM,2025-02-14 12:00:00,2025-02-14 13:00:00,0,0,True,False,True,True,True
Badminton Court 3,395583,Badminton Court 3 - Friday  Feb 14 - 3:00 PM,2025-02-14 12:00:00,2025-02-14 13:00:00,0,0,True,False,True,True,True
Badminton Court 4,395584,Badminton Court 4 - Friday  Feb 14 - 3:00 PM,2025-02-14 12:00:00,2025-02-14 13:00:00,0,0,True,False,True,True,True
Badminton Court 5,395585,Badminton Court 5 - Friday  Feb 14 - 3:00 PM,2025-02-14 12:00:00,2025-02-14 13:00:00,0,0,True,False,True,True,True
Badminton Court 6,395586,Badminton Court 6 - Friday  Feb 14 - 3:00 PM,2025-02-14 12:00:00,2025-02-14 13:00:00,0,0,True,False,True,True,True
Badminton Court 1,395587,Badminton Court 1 - Friday  Feb 14 - 4:00 PM,2025-02-14 13:00:00,2025-02-14 14:00:00,0,0,True,False,True,True,True
Badminton Court 2,395588,Badminton Court 2 - Friday  Feb 14 - 4:00 PM,2025-02-14 13:00:00,2025-02-14 14:00:00,0,0,True,False,True,True,True
Badminton Court 3,395589,Badminton Court 3 - Friday  Feb 14 - 4:00 PM,2025-02-14 13:00:00,2025-02-14 14:00:00,0,0,True,False,True,True,True
Badminton Court 4,395590,Badminton Court 4 - Friday  Feb 14 - 4:00 PM,2025-02-14 13:00:00,2025-02-14 14:00:00,0,0,True,False,True,True,True
Badminton Court 5,395591,Badminton Court 5 - Friday  Feb 14 - 4:00 PM,2025-02-14 13:00:00,2025-02-14 14:00:00,0,0,True,False,True,True,True
Badminton Court 6,395592,Badminton Court 6 - Friday  Feb 14 - 4:00 PM,2025-02-14 13:00:00,2025-02-14 14:00:00,0,0,True,False,True,True,True
Badminton Court 1,395593,Badminton Court 1 - Friday  Feb 14 - 5:00 PM,2025-02-14 14:00:00,2025-02-14 15:00:00,1,0,True,False,True,True,True
Badminton Court 2,395594,Badminton Court 2 - Friday  Feb 14 - 5:00 PM,2025-02-14 14:00:00,2025-02-14 15:00:00,0,0,True,False,True,True,True
Badminton Court 3,395595,Badminton Court 3 - Friday  Feb 14 - 5:00 PM,2025-02-14 14:00:00,2025-02-14 15:00:00,0,0,True,False,True,True,True
Badminton Court 4,395596,Badminton Court 4 - Friday  Feb 14 - 5:00 PM,2025-02-14 14:00:00,2025-02-14 15:00:00,0,0,True,False,True,True,True
Badminton Court 5,395597,Badminton Court 5 - Friday  Feb 14 - 5:00 PM,2025-02-14 14:00:00,2025-02-14 15:00:00,1,0,True,False,True,True,True
Badminton Court 6,395598,Badminton Court 6 - Friday  Feb 14 - 5:00 PM,2025-02-14 14:00:00,2025-02-14 15:00:00,1,0,True,False,True,True,True
Badminton Court 1,395599,Badminton Court 1 - Friday  Feb 14 - 6:00 PM,2025-02-14 15:00:00,2025-02-14 16:00:00,1,0,True,False,True,True,True
Badminton Court 2,395600,Badminton Court 2 - Friday  Feb 14 - 6:00 PM,2025-02-14 15:00:00,2025-02-14 16:00:00,0,0,True,False,True,True,True
Badminton Court 3,395601,Badminton Court 3 - Friday  Feb 14 - 6:00 PM,2025-02-14 15:00:00,2025-02-14 16:00:00,1,0,True,False,True,True,True
Badminton Court 4,395602,Badminton Court 4 - Friday  Feb 14 - 6:00 PM,2025-02-14 15:00:00,2025-02-14 16:00:00,0,0,True,False,True,True,True
Badminton Court 5,395603,Badminton Court 5 - Friday  Feb 14 - 6:00 PM,2025-02-14 15:00:00,2025-02-14 16:00:00,0,0,True,False,True,True,True
Badminton Court 6,395604,Badminton Court 6 - Friday  Feb 14 - 6:00 PM,2025-02-14 15:00:00,2025-02-14 16:00:00,0,0,True,False,True,True,True
Badminton Court 1,395605,Badminton Court 1 - Friday  Feb 14 - 7:00 PM,2025-02-14 16:00:00,2025-02-14 17:00:00,0,0,True,False,True,True,True
Badminton Court 2,395606,Badminton Court 2 - Friday  Feb 14 - 7:00 PM,2025-02-14 16:00:00,2025-02-14 17:00:00,0,0,True,False,True,True,True
Badminton Court 3,395607,Badminton Court 3 - Friday  Feb 14 - 7:00 PM,2025-02-14 16:00:00,2025-02-14 17:00:00,1,0,True,False,True,True,True
Badminton Court 4,395608,Badminton Court 4 - Friday  Feb 14 - 7:00 PM,2025-02-14 16:00:00,2025-02-14 17:00:00,1,0,True,False,True,True,True
Badminton Court 5,395609,Badminton Court 5 - Friday  Feb 14 - 7:00 PM,2025-02-14 16:00:00,2025-02-14 17:00:00,0,0,True,False,True,True,True
Badminton Court 6,395610,Badminton Court 6 - Friday  Feb 14 - 7:00 PM,2025-02-14 16:00:00,2025-02-14 17:00:00,0,0,True,False,True,True,True
Badminton Court 1,395611,Badminton Court 1 - Friday  Feb 14 - 8:00 PM,2025-02-14 17:00:00,2025-02-14 18:00:00,1,0,True,False,True,True,True
Badminton Court 2,395612,Badminton Court 2 - Friday  Feb 14 - 8:00 PM,2025-02-14 17:00:00,2025-02-14 18:00:00,1,0,True,False,True,True,True
Badminton Court 3,395613,Badminton Court 3 - Friday  Feb 14 - 8:00 PM,2025-02-14 17:00:00,2025-02-14 18:00:00,1,0,True,False,True,True,True
Badminton Court 4,395614,Badminton Court 4 - Friday  Feb 14 - 8:00 PM,2025-02-14 17:00:00,2025-02-14 18:00:00,1,0,True,False,True,True,True
Badminton Court 5,395615,Badminton Court 5 - Friday  Feb 14 - 8:00 PM,2025-02-14 17:00:00,2025-02-14 18:00:00,1,0,True,False,True,True,True
Badminton Court 6,395616,Badminton Court 6 - Friday  Feb 14 - 8:00 PM,2025-02-14 17:00:00,2025-02-14 18:00:00,1,0,True,False,True,True,True
Badminton Court 1,395617,Badminton Court 1 - Friday  Feb 14 - 9:00 PM,2025-02-14 18:00:00,2025-02-14 19:00:00,1,0,True,False,True,True,True
Badminton Court 2,395618,Badminton Court 2 - Friday  Feb 14 - 9:00 PM,2025-02-14 18:00:00,2025-02-14 19:00:00,1,0,True,False,True,True,True
Badminton Court 3,395619,Badminton Court 3 - Friday  Feb 14 - 9:00 PM,2025-02-14 18:00:00,2025-02-14 19:00:00,1,0,True,False,True,True,True
Badminton Court 4,395620,Badminton Court 4 - Friday  Feb 14 - 9:00 PM,2025-02-14 18:00:00,2025-02-14 19:00:00,1,0,True,False,True,True,True
Badminton Court 5,395621,Badminton Court 5 - Friday  Feb 14 - 9:00 PM,2025-02-14 18:00:00,2025-02-14 19:00:00,1,0,True,False,True,True,True
Badminton Court 6,395622,Badminton Court 6 - Friday  Feb 14 - 9:00 PM,2025-02-14 18:00:00,2025-02-14 19:00:00,1,0,True,False,True,True,True
Badminton Court 1,395623,Badminton Court 1 - Friday  Feb 14 - 10:00 PM,2025-02-14 19:00:00,2025-02-14 20:00:00,1,0,True,False,True,True,True
Badminton Court 2,395624,Badminton Court 2 - Friday  Feb 14 - 10:00 PM,2025-02-14 19:00:00,2025-02-14 20:00:00,1,0,True,False,True,True,True
Badminton Court 3,395625,Badminton Court 3 - Friday  Feb 14 - 10:00 PM,2025-02-14 19:00:00,2025-02-14 20:00:00,1,0,True,False,True,True,True
Badminton Court 4,395626,Badminton Court 4 - Friday  Feb 14 - 10:00 PM,2025-02-14 19:00:00,2025-02-14 20:00:00,1,0,True,False,True,True,True
Badminton Court 5,395627,Badminton Court 5 - Friday  Feb 14 - 10:00 PM,2025-02-14 19:00:00,2025-02-14 20:00:00,1,0,True,False,True,True,True
Badminton Court 6,395628,Badminton Court 6 - Friday  Feb 14 - 10:00 PM,2025-02-14 19:00:00,2025-02-14 20:00:00,1,0,True,False,True,True,True
